Code,Year,GDP,Population,Id
DZA,1989,2235.255859,24889516,1708
DZA,1990,2431.553467,25518074,1709
DZA,1991,1749.283691,26133906,1710
DZA,1992,1794.62146,26748302,1711
DZA,1993,1825.87561,27354326,1712
DZA,1994,1522.825195,27937006,1713
DZA,1995,1466.545532,28478024,1714
DZA,1996,1619.533447,28984640,1715
DZA,1997,1634.467407,29476030,1716
DZA,1998,1610.30188,29924664,1717
DZA,1999,1602.864258,30346086,1718
DZA,2000,1780.375854,30774624,1719
DZA,2001,1754.582886,31200984,1720
DZA,2002,1794.811157,31624700,1721
DZA,2003,2117.047607,32055882,1722
DZA,2004,2624.795166,32510184,1723
DZA,2005,3131.328613,32956690,1724
DZA,2006,3500.135498,33435082,1725
DZA,2007,3971.803467,33983836,1726
DZA,2008,4946.563965,34569592,1727
DZA,2009,3898.479736,35196040,1728
DZA,2010,4495.92041,35856348,1729
DZA,2011,5473.280762,36543548,1730
DZA,2012,5610.730957,37260568,1731
DZA,2013,5519.777344,38000628,1732
DZA,2014,5516.230469,38760168,1733
DZA,2015,4197.421387,39543148,1734
DZA,2016,3967.199463,40339328,1735
DZA,2017,4134.936523,41136548,1736
DZA,2018,4171.794922,41927008,1737
DZA,2019,4022.150146,42705372,1738
DZA,2020,3337.252441,43451668,1739
DZA,2021,3690.62793,44177964,1740
ECU,1989,1360.487427,10210190,1741
ECU,1990,1458.326904,10449845,1742
ECU,1991,1589.752197,10686277,1743
ECU,1992,1657.858765,10914222,1744
ECU,1993,1701.159424,11132833,1745
ECU,1994,2001.178101,11347655,1746
ECU,1995,2113.263672,11561683,1747
ECU,1996,2142.328613,11775223,1748
ECU,1997,2349.21875,11987840,1749
ECU,1998,2293.655762,12199692,1750
ECU,1999,1582.758667,12412056,1751
ECU,2000,1451.530884,12626511,1752
ECU,2001,1904.813721,12845523,1753
ECU,2002,2184.209229,13070617,1754
ECU,2003,2438.34375,13301188,1755
ECU,2004,2703.565674,13534598,1756
ECU,2005,3014.310059,13770015,1757
ECU,2006,3340.84082,14009064,1758
ECU,2007,3579.032227,14251838,1759
ECU,2008,4260.433105,14496800,1760
ECU,2009,4240.702637,14742768,1761
ECU,2010,4640.246582,14989581,1762
ECU,2011,5202.65625,15237734,1763
ECU,2012,5678.455566,15483884,1764
ECU,2013,6050.354492,15722988,1765
ECU,2014,6374.631348,15957995,1766
ECU,2015,6130.586914,16195904,1767
ECU,2016,6079.088867,16439588,1768
ECU,2017,6246.404297,16696947,1769
ECU,2018,6321.349609,17015672,1770
ECU,2019,6233.258301,17343742,1771
ECU,2020,5645.199219,17588596,1772
ECU,2021,5965.132813,17797736,1773
EGY,1989,712.914856,55765848,1774
EGY,1990,751.1875,57214632,1775
EGY,1991,637.897583,58611032,1776
EGY,1992,697.7260132,59989148,1777
EGY,1993,758.8295898,61382204,1778
EGY,1994,826.7189941,62775844,1779
EGY,1995,937.5431519,64166908,1780
EGY,1996,1031.488037,65565196,1781
EGY,1997,1170.80481,66993732,1782
EGY,1998,1239.353516,68446008,1783
EGY,1999,1297.574707,69907888,1784
EGY,2000,1398.859863,71371368,1785
EGY,2001,1327.096558,72854256,1786
EGY,2002,1144.532349,74393760,1787
EGY,2003,1056.937256,75963328,1788
EGY,2004,1016.253906,77522424,1789
EGY,2005,1133.105469,79075312,1790
EGY,2006,1332.339355,80629664,1791
EGY,2007,1586.4729,82218760,1792
EGY,2008,1941.900024,83844784,1793
EGY,2009,2212.218262,85501064,1794
EGY,2010,2509.771973,87252416,1795
EGY,2011,2645.622559,89200056,1796
EGY,2012,3059.135498,91240384,1797
EGY,2013,3088.890869,93377896,1798
EGY,2014,3196.861328,95592328,1799
EGY,2015,3370.382568,97723792,1800
EGY,2016,3331.612549,99784032,1801
EGY,2017,2315.896729,101789384,1802
EGY,2018,2407.086426,103740768,1803
EGY,2019,2869.57666,105618672,1804
EGY,2020,3398.801514,107465128,1805
EGY,2021,3698.834961,109262184,1806
ERI,1992,248.3413086,1921162,1807
ERI,1993,236.130127,1981424,1808
ERI,1994,260.3125,2042501,1809
ERI,1995,267.9446716,2157227,1810
ERI,1996,306.3222656,2264083,1811
ERI,1997,299.5731201,2291571,1812
ERI,1998,320.9666138,2322761,1813
ERI,1999,292.3522339,2356488,1814
ERI,2000,295.1969299,2392888,1815
ERI,2001,305.6014709,2461930,1816
ERI,2002,286.2976074,2547428,1817
ERI,2003,327.9757996,2653393,1818
ERI,2004,401.3745117,2763143,1819
ERI,2005,387.8989563,2831735,1820
ERI,2006,420.5287476,2880094,1821
ERI,2007,450.4096985,2926172,1822
ERI,2008,459.1784058,3005783,1823
ERI,2009,602.0632324,3083900,1824
ERI,2010,504.9724731,3147733,1825
ERI,2011,643.7900391,3207574,1826
ESP,1989,10681.97168,38847320,1827
ESP,1990,13804.87695,38889888,1828
ESP,1991,14811.90234,38997064,1829
ESP,1992,16112.18848,39202248,1830
ESP,1993,13339.9082,39420540,1831
ESP,1994,13415.28711,39623732,1832
ESP,1995,15471.96289,39814568,1833
ESP,1996,16109.08398,39996476,1834
ESP,1997,14730.79688,40180048,1835
ESP,1998,15394.35156,40362356,1836
ESP,1999,15720.64063,40542232,1837
ESP,2000,14749.6875,40741652,1838
ESP,2001,15369.00098,40966448,1839
ESP,2002,17106.6875,41477652,1840
ESP,2003,21510.83594,42230268,1841
ESP,2004,24907,42959672,1842
ESP,2005,26429.15039,43685372,1843
ESP,2006,28389.07813,44422824,1844
ESP,2007,32591.34961,45245784,1845
ESP,2008,35510.72266,45966544,1846
ESP,2009,32169.50195,46367772,1847
ESP,2010,30532.48047,46572776,1848
ESP,2011,31677.90039,46729232,1849
ESP,2012,28322.94727,46756084,1850
ESP,2013,29077.18164,46603460,1851
ESP,2014,29513.65039,46464548,1852
ESP,2015,25754.36133,46431344,1853
ESP,2016,26537.16016,46473320,1854
ESP,2017,28185.32227,46584168,1855
ESP,2018,30379.7207,46792044,1856
ESP,2019,29581.51758,47131372,1857
ESP,2020,26959.67578,47363808,1858
ESP,2021,30103.51367,47486932,1859
EST,1995,3134.389648,1452777,1860
EST,1996,3380.92627,1434670,1861
EST,1997,3682.952393,1421491,1862
EST,1998,4093.392578,1411151,1863
EST,1999,4140.936523,1403494,1864
EST,2000,4070.609131,1396881,1865
EST,2001,4505.858398,1388000,1866
EST,2002,5341.628906,1379241,1867
EST,2003,7203.522949,1370663,1868
EST,2004,8914.103516,1362489,1869
EST,2005,10412.64453,1354665,1870
EST,2006,12639.40039,1346711,1871
EST,2007,16744.58398,1340576,1872
EST,2008,18204.9668,1337013,1873
EST,2009,14711.73535,1334557,1874
EST,2010,14663.04492,1331535,1875
EST,2011,17487.80469,1327435,1876
EST,2012,17403.20508,1322682,1877
EST,2013,19056.00195,1317985,1878
EST,2014,20261.06641,1314531,1879
EST,2015,17402.03711,1314658,1880
EST,2016,18295.34375,1315928,1881
EST,2017,20437.76563,1317550,1882
EST,2018,23165.84961,1322146,1883
EST,2019,23424.48438,1327039,1884
EST,2020,23595.24414,1329449,1885
EST,2021,27943.70117,1328704,1886
ETH,1989,248.4326782,46195952,1887
ETH,1990,254.2952576,47878076,1888
ETH,1991,269.6147766,49937436,1889
ETH,1992,201.7434998,52011560,1890
ETH,1993,164.1650543,53791672,1891
ETH,1994,124.5581512,55620212,1892
ETH,1995,133.341095,57476540,1893
ETH,1996,144.0316467,59347656,1894
ETH,1997,140.2698517,61233480,1895
ETH,1998,123.8305206,63136492,1896
ETH,1999,118.3331299,65077584,1897
ETH,2000,122.9622955,67031872,1898
ETH,2001,119.2618561,69018936,1899
ETH,2002,110.4608765,71073224,1900
ETH,2003,117.8601685,73168848,1901
ETH,2004,134.5424805,75301024,1902
ETH,2005,160.0767975,77469944,1903
ETH,2006,191.751297,79691056,1904
ETH,2007,240.3479767,81996184,1905
ETH,2008,320.861084,84357104,1906
ETH,2009,373.8939514,86755584,1907
ETH,2010,335.4385071,89237800,1908
ETH,2011,348.0013428,91817936,1909
ETH,2012,458.5509338,94451280,1910
ETH,2013,490.7918091,97084376,1911
ETH,2014,557.5341187,99746768,1912
ETH,2015,630.3126831,102471896,1913
ETH,2016,705.616333,105293232,1914
ETH,2017,755.75177,108197944,1915
ETH,2018,758.2990723,111129440,1916
ETH,2019,840.4494629,114120592,1917
ETH,2020,918.6525879,117190920,1918
ETH,2021,925.0774536,120283024,1919
FIN,1989,23973.24023,4964482,1920
FIN,1990,28364.64453,4986551,1921
FIN,1991,25484.74023,5013856,1922
FIN,1992,22319.05859,5042120,1923
FIN,1993,17608.8125,5066609,1924
FIN,1994,20301.33398,5088491,1925
FIN,1995,26271.59961,5107942,1926
FIN,1996,25783.45117,5124717,1927
FIN,1997,24691.87305,5139944,1928
FIN,1998,26009.26953,5153548,1929
FIN,1999,26186.18945,5165500,1930
FIN,2000,24345.91406,5176208,1931
FIN,2001,24967.79297,5188007,1932
FIN,2002,26997.75391,5200588,1933
FIN,2003,32927.67969,5212991,1934
FIN,2004,37772.17969,5228143,1935
FIN,2005,39054.85156,5246070,1936
FIN,2006,41222.60156,5266249,1937
FIN,2007,48476.39453,5288694,1938
FIN,2008,53772.79297,5313358,1939
FIN,2009,47481.48438,5338813,1940
FIN,2010,46505.30469,5363279,1941
FIN,2011,51148.92969,5388173,1942
FIN,2012,47708.0625,5413865,1943
FIN,2013,49892.22266,5438873,1944
FIN,2014,50327.24219,5461436,1945
FIN,2015,42801.90625,5479457,1946
FIN,2016,43814.02734,5495217,1947
FIN,2017,46412.13672,5508146,1948
FIN,2018,49987.625,5515465,1949
FIN,2019,48629.85938,5521539,1950
FIN,2020,49170.75391,5529468,1951
FIN,2021,53654.75,5535982,1952
FJI,1989,1530.581665,772713,1953
FJI,1990,1713.189941,780437,1954
FJI,1991,1763.235718,784838,1955
FJI,1992,1947.49231,786860,1956
FJI,1993,2073.085205,789209,1957
FJI,1994,2308.746094,790811,1958
FJI,1995,2487.040283,792247,1959
FJI,1996,2672.435791,796542,1960
FJI,1997,2597.884277,804575,1961
FJI,1998,2031.042358,813964,1962
FJI,1999,2351.752197,823432,1963
FJI,2000,2015.881226,832516,1964
FJI,2001,1964.132813,841324,1965
FJI,2002,2157.07666,849897,1966
FJI,2003,2680.225586,858306,1967
FJI,2004,3124.607422,866699,1968
FJI,2005,3406.568359,874929,1969
FJI,2006,3483.597168,883096,1970
FJI,2007,3793.097412,890655,1971
FJI,2008,3928.921631,896728,1972
FJI,2009,3184.689209,901390,1973
FJI,2010,3469.166016,905176,1974
FJI,2011,4160.684082,908359,1975
FJI,2012,4359.775391,911067,1976
FJI,2013,4586.897949,913467,1977
FJI,2014,5305.190918,915576,1978
FJI,2015,5105.262695,917209,1979
FJI,2016,5368.42334,918371,1980
FJI,2017,5825.129395,919022,1981
FJI,2018,6073.336426,919002,1982
FJI,2019,5968.300781,918472,1983
FJI,2020,4864.117188,920430,1984
FJI,2021,4646.612793,924615,1985
FRA,1989,17747.58203,56169944,1986
FRA,1990,21865.55469,56412896,1987
FRA,1991,21675.70703,56645216,1988
FRA,1992,23814.22656,56864048,1989
FRA,1993,22380.33203,57053728,1990
FRA,1994,23496.36719,57230064,1991
FRA,1995,26889.42578,57420356,1992
FRA,1996,26870.28516,57623180,1993
FRA,1997,24226.88477,57839364,1994
FRA,1998,24971.57422,58080344,1995
FRA,1999,24678.39063,58352208,1996
FRA,2000,22416.42578,58665456,1997
FRA,2001,22449.33984,59014776,1998
FRA,2002,24288.26953,59372784,1999
FRA,2003,29627.92383,59728260,2000
FRA,2004,33797.16406,60108436,2001
FRA,2005,34768.17578,60510080,2002
FRA,2006,36470.21094,60919152,2003
FRA,2007,41557.625,61329380,2004
FRA,2008,45515.96094,61721004,2005
FRA,2009,41737.76172,62093300,2006
FRA,2010,40676.06641,62444568,2007
FRA,2011,43846.46484,62775272,2008
FRA,2012,40870.85156,63071412,2009
FRA,2013,42602.71875,63335180,2010
FRA,2014,43068.54688,63588496,2011
FRA,2015,36652.92188,63809768,2012
FRA,2016,37062.53516,63989320,2013
FRA,2017,38781.05078,64144092,2014
FRA,2018,41557.85547,64277812,2015
FRA,2019,40494.89844,64399760,2016
FRA,2020,39055.28125,64480052,2017
FRA,2021,43658.98047,64531448,2018
FSM,1989,1396.751953,96809,2043
FSM,1990,1492.855225,98616,2044
FSM,1991,1654.933472,100448,2045
FSM,1992,1730.924316,102908,2046
FSM,1993,1871.168579,106043,2047
FSM,1994,1860.460815,108858,2048
FSM,1995,2008.332397,110346,2049
FSM,1996,1972.601929,110798,2050
FSM,1997,1859.270386,111152,2051
FSM,1998,1964.643677,111424,2052
FSM,1999,1973.66394,111553,2053
FSM,2000,2088.209473,111725,2054
FSM,2001,2152.525391,111964,2055
FSM,2002,2165.486816,112005,2056
FSM,2003,2195.187256,111821,2057
FSM,2004,2155.781738,111447,2058
FSM,2005,2256.011475,110957,2059
FSM,2006,2298.636475,110317,2060
FSM,2007,2344.403564,109547,2061
FSM,2008,2420.749023,108718,2062
FSM,2009,2598.403564,107882,2063
FSM,2010,2760.01123,107606,2064
FSM,2011,2885.441162,107897,2065
FSM,2012,3023.585449,108248,2066
FSM,2013,2920.700928,108616,2067
FSM,2014,2928.44873,109039,2068
FSM,2015,2891.322021,109477,2069
FSM,2016,3022.653564,109934,2070
FSM,2017,3320.35498,110441,2071
FSM,2018,3623.329346,110945,2072
FSM,2019,3699.081543,111392,2073
FSM,2020,3639.412598,112119,2074
FSM,2021,3571.33667,113143,2075
GAB,1989,4376.76123,956514,2076
GAB,1990,6055.060059,983039,2077
GAB,1991,5349.452148,1010005,2078
GAB,1992,5390.536621,1037451,2079
GAB,1993,4109.898926,1065396,2080
GAB,1994,3832.093262,1093612,2081
GAB,1995,4419.790527,1121961,2082
GAB,1996,4948.75293,1150602,2083
GAB,1997,4514.993652,1179817,2084
GAB,1998,3705.817871,1209839,2085
GAB,1999,3758.161865,1240778,2086
GAB,2000,3991.156982,1272941,2087
GAB,2001,3844.561279,1306593,2088
GAB,2002,3976.646973,1341696,2089
GAB,2003,4724.254883,1378406,2090
GAB,2004,5483.14502,1417115,2091
GAB,2005,6570.962891,1458362,2092
GAB,2006,6873.454102,1502540,2093
GAB,2007,8036.92041,1549774,2094
GAB,2008,9732.227539,1599988,2095
GAB,2009,7325.909668,1653549,2096
GAB,2010,8399.59668,1711117,2097
GAB,2011,10273.79883,1772508,2098
GAB,2012,9348.515625,1836711,2099
GAB,2013,9250.082031,1902230,2100
GAB,2014,9255.368164,1966858,2101
GAB,2015,7090.45459,2028524,2102
GAB,2016,6722.198242,2086210,2103
GAB,2017,6975.695801,2140225,2104
GAB,2018,7694.90625,2192013,2105
GAB,2019,7523.862305,2242788,2106
GAB,2020,6680.08252,2292583,2107
GAB,2021,8635.326172,2341185,2108
GBR,1989,16239.28223,57076096,2109
GBR,1990,19095.4668,57210444,2110
GBR,1991,19900.72656,57359452,2111
GBR,1992,20487.16992,57509240,2112
GBR,1993,18389.01953,57647464,2113
GBR,1994,19709.23828,57785900,2114
GBR,1995,23202.46094,57930364,2115
GBR,1996,24440.32813,58078584,2116
GBR,1997,26781.36133,58250192,2117
GBR,1998,28297.86523,58438320,2118
GBR,1999,28786.95898,58635204,2119
GBR,2000,28290.97266,58850044,2120
GBR,2001,27886.79883,59092016,2121
GBR,2002,30079.66016,59355688,2122
GBR,2003,34479.39453,59649800,2123
GBR,2004,40390.78516,59995852,2124
GBR,2005,42131.69922,60383740,2125
GBR,2006,44536.62109,60803700,2126
GBR,2007,50435.37109,61260680,2127
GBR,2008,47429.9375,61742152,2128
GBR,2009,38821.17969,62243384,2129
GBR,2010,39693.19531,62760048,2130
GBR,2011,42150.69922,63286360,2131
GBR,2012,42485.58594,63808728,2132
GBR,2013,43449.08984,64302296,2133
GBR,2014,47447.58984,64773504,2134
GBR,2015,45071.07422,65224368,2135
GBR,2016,41146.07813,65655204,2136
GBR,2017,40621.33594,66064808,2137
GBR,2018,43306.30859,66432996,2138
GBR,2019,42747.08203,66778660,2139
GBR,2020,40318.55859,67059472,2140
GBR,2021,46510.28125,67281040,2141
GEO,1990,1614.640137,5391635,2142
GEO,1991,1314.670654,5322103,2143
GEO,1992,757.2235718,5239325,2144
GEO,1993,550.015564,5127512,2145
GEO,1994,519.857605,4997912,2146
GEO,1995,578.3446045,4877682,2147
GEO,1996,689.0594482,4761277,2148
GEO,1997,807.0322876,4640033,2149
GEO,1998,851.5259399,4518407,2150
GEO,1999,673.543457,4394505,2151
GEO,2000,749.9085083,4265175,2152
GEO,2001,801.9904175,4144485,2153
GEO,2002,853.5164795,4061127,2154
GEO,2003,1010.007996,4017826,2155
GEO,2004,1305.047485,3988861,2156
GEO,2005,1642.760986,3961183,2157
GEO,2006,1996.057129,3933866,2158
GEO,2007,2635.354004,3906476,2159
GEO,2008,3324.73584,3879701,2160
GEO,2009,2822.66748,3855203,2161
GEO,2010,3233.295898,3836834,2162
GEO,2011,4021.743408,3821667,2163
GEO,2012,4421.818359,3804358,2164
GEO,2013,4623.745605,3786025,2165
GEO,2014,4739.188477,3774232,2166
GEO,2015,4014.186035,3771135,2167
GEO,2016,4062.169922,3771112,2168
GEO,2017,4357.000977,3771904,2169
GEO,2018,4722.04248,3772323,2170
GEO,2019,4696.150391,3770814,2171
GEO,2020,4255.743164,3765912,2172
GEO,2021,5023.274414,3757984,2173
GHA,1989,348.8977051,15052443,2174
GHA,1990,381.250824,15446987,2175
GHA,1991,416.3573914,15843473,2176
GHA,1992,394.9070435,16241548,2177
GHA,1993,358.4707642,16643639,2178
GHA,1994,319.5004578,17040850,2179
GHA,1995,370.7313538,17438882,2180
GHA,1996,388.6449585,17844012,2181
GHA,1997,377.2330627,18268044,2182
GHA,1998,399.7373962,18714708,2183
GHA,1999,402.5363159,19176800,2184
GHA,2000,253.3891296,19665506,2185
GHA,2001,263.1719666,20195584,2186
GHA,2002,297.0533447,20758324,2187
GHA,2003,357.8331299,21329520,2188
GHA,2004,405.4226379,21906448,2189
GHA,2005,477.605835,22496952,2190
GHA,2006,884.9412842,23098590,2191
GHA,2007,1047.220703,23708328,2192
GHA,2008,1178.927856,24326092,2193
GHA,2009,1043.980469,24950768,2194
GHA,2010,1258.949219,25574722,2195
GHA,2011,1501.083862,26205940,2196
GHA,2012,1536.591797,26858760,2197
GHA,2013,2282.349854,27525586,2198
GHA,2014,1942.905151,28196356,2199
GHA,2015,1711.290649,28870946,2200
GHA,2016,1900.405884,29554298,2201
GHA,2017,1998.738037,30222266,2202
GHA,2018,2180.041504,30870648,2203
GHA,2019,2167.911621,31522294,2204
GHA,2020,2176.579346,32180402,2205
GHA,2021,2363.299316,32833036,2206
GIN,1989,396.3434753,6136172,2207
GIN,1990,419.6867981,6354146,2208
GIN,1991,455.7405396,6615740,2209
GIN,1992,480.7562561,6832196,2210
GIN,1993,465.3777161,7046101,2211
GIN,1994,465.8552246,7262110,2212
GIN,1995,494.5820618,7468350,2213
GIN,1996,503.5676575,7683120,2214
GIN,1997,482.4421997,7842811,2215
GIN,1998,448.9653015,7992557,2216
GIN,1999,423.4038086,8174900,2217
GIN,2000,359.2866821,8336973,2218
GIN,2001,335.0143127,8445722,2219
GIN,2002,343.9346008,8577787,2220
GIN,2003,392.8798218,8772259,2221
GIN,2004,405.6960449,8961046,2222
GIN,2005,321.338623,9140112,2223
GIN,2006,452.2761536,9330632,2224
GIN,2007,657.9934692,9547087,2225
GIN,2008,712.0994263,9779793,2226
GIN,2009,670.2612305,10021319,2227
GIN,2010,667.2816162,10270728,2228
GIN,2011,644.5025635,10527711,2229
GIN,2012,707.9676514,10788696,2230
GIN,2013,757.6922607,11055433,2231
GIN,2014,774.5690308,11333362,2232
GIN,2015,756.4255981,11626003,2233
GIN,2016,720.4732666,11930991,2234
GIN,2017,843.4642944,12240791,2235
GIN,2018,944.4172363,12554871,2236
GIN,2019,1043.899902,12877537,2237
GIN,2020,1073.659302,13205157,2238
GIN,2021,1189.176025,13531909,2239
GMB,1989,284.1958618,999738,2240
GMB,1990,304.7073669,1040625,2241
GMB,1991,637.0940552,1083542,2242
GMB,1992,633.6815796,1127156,2243
GMB,1993,646.2695923,1168317,2244
GMB,1994,619.0420532,1205886,2245
GMB,1995,632.7688599,1242160,2246
GMB,1996,663.1670532,1279066,2247
GMB,1997,610.1970825,1317003,2248
GMB,1998,619.5930176,1356198,2249
GMB,1999,583.4042358,1396505,2250
GMB,2000,544.6220093,1437540,2251
GMB,2001,464.6383972,1479456,2252
GMB,2002,379.8628845,1522230,2253
GMB,2003,310.9571533,1566263,2254
GMB,2004,596.6289673,1612237,2255
GMB,2005,618.9605103,1660377,2256
GMB,2006,615.9744873,1711297,2257
GMB,2007,725.0932617,1764889,2258
GMB,2008,857.8563232,1820544,2259
GMB,2009,772.1237793,1878124,2260
GMB,2010,796.6304932,1937284,2261
GMB,2011,705.4779663,1998215,2262
GMB,2012,686.5582886,2061020,2263
GMB,2013,647.3853149,2124876,2264
GMB,2014,561.6491089,2189023,2265
GMB,2015,611.6713257,2253137,2266
GMB,2016,640.6766968,2317212,2267
GMB,2017,632.0011597,2381189,2268
GMB,2018,683.3243408,2444916,2269
GMB,2019,722.8748169,2508882,2270
GMB,2020,704.0299072,2574005,2271
GMB,2021,772.1524048,2639922,2272
GNB,1989,222.4319916,958245,2273
GNB,1990,250.5898438,973557,2274
GNB,1991,258.7400818,993861,2275
GNB,1992,221.2460175,1022910,2276
GNB,1993,224.1574249,1056767,2277
GNB,1994,216.2411652,1089623,2278
GNB,1995,227.3200226,1117229,2279
GNB,1996,237.0847168,1140610,2280
GNB,1997,231.022934,1162451,2281
GNB,1998,174.3624725,1184074,2282
GNB,1999,186.0352325,1206478,2283
GNB,2000,301.495575,1230855,2284
GNB,2001,312.2535706,1257390,2285
GNB,2002,324.9699097,1285682,2286
GNB,2003,362.906189,1315670,2287
GNB,2004,394.9958191,1347012,2288
GNB,2005,425.4718628,1379714,2289
GNB,2006,418.9020996,1414094,2290
GNB,2007,480.4386292,1450574,2291
GNB,2008,583.2683716,1488437,2292
GNB,2009,543.5625,1527207,2293
GNB,2010,542.2840576,1567226,2294
GNB,2011,683.5344849,1609025,2295
GNB,2012,598.5726929,1652720,2296
GNB,2013,616.1599731,1697757,2297
GNB,2014,605.1225586,1743318,2298
GNB,2015,585.9570313,1788931,2299
GNB,2016,642.6663818,1834554,2300
GNB,2017,718.2457886,1879835,2301
GNB,2018,781.6442871,1924954,2302
GNB,2019,730.6114502,1970460,2303
GNB,2020,710.2581177,2015839,2304
GNB,2021,795.1185913,2060730,2305
GNQ,1989,196.8377228,448434,2306
GNQ,1990,240.8326721,465560,2307
GNQ,1991,229.5516205,483153,2308
GNQ,1992,268.6974792,501343,2309
GNQ,1993,261.5118713,520247,2310
GNQ,1994,186.6824036,540005,2311
GNQ,1995,252.975296,560744,2312
GNQ,1996,399.0281677,582588,2313
GNQ,1997,730.4487305,605579,2314
GNQ,1998,588.6416016,629743,2315
GNQ,1999,948.2296143,655039,2316
GNQ,2000,1527.056396,684986,2317
GNQ,2001,2031.419434,719283,2318
GNQ,2002,2395.845215,754127,2319
GNQ,2003,3146.518555,789690,2320
GNQ,2004,5337.614258,826368,2321
GNQ,2005,9502.858398,864740,2322
GNQ,2006,11140.19043,905425,2323
GNQ,2007,13776.90332,948820,2324
GNQ,2008,19849.7168,994982,2325
GNQ,2009,14398.77051,1043698,2326
GNQ,2010,14905.51367,1094538,2327
GNQ,2011,18659.41797,1144590,2328
GNQ,2012,18756.42578,1193641,2329
GNQ,2013,17644.5957,1243947,2330
GNQ,2014,16804.92578,1295193,2331
GNQ,2015,9788.983398,1346974,2332
GNQ,2016,8035.308105,1398940,2333
GNQ,2017,8410.397461,1450703,2334
GNQ,2018,8719.186523,1502102,2335
GNQ,2019,7317.390137,1553037,2336
GNQ,2020,6327.599121,1596057,2337
GNQ,2021,7506.66748,1634473,2338
GRC,1989,7846.678223,10211975,2339
GRC,1990,9600.185547,10302255,2340
GRC,1991,10188.37012,10391552,2341
GRC,1992,11176.45801,10478389,2342
GRC,1993,10401.9834,10563442,2343
GRC,1994,11091.28418,10647420,2344
GRC,1995,12959.32422,10727928,2345
GRC,1996,13749.11523,10803809,2346
GRC,1997,13427.83203,10875274,2347
GRC,1998,13472.1377,10939474,2348
GRC,1999,13249.66309,10993861,2349
GRC,2000,12072.92969,11038112,2350
GRC,2001,12549.03711,11072182,2351
GRC,2002,14177.57227,11096620,2352
GRC,2003,18518.37891,11110488,2353
GRC,2004,21995.47852,11115089,2354
GRC,2005,22560.14648,11113450,2355
GRC,2006,24821.9375,11106097,2356
GRC,2007,28863.97266,11091491,2357
GRC,2008,32127.98242,11073621,2358
GRC,2009,29828.75586,11055503,2359
GRC,2010,26716.64844,11033784,2360
GRC,2011,25483.88281,11004730,2361
GRC,2012,21912.99805,10963633,2362
GRC,2013,21787.78711,10914501,2363
GRC,2014,21616.71094,10862972,2364
GRC,2015,18083.87695,10806644,2365
GRC,2016,17923.9668,10749742,2366
GRC,2017,18582.08984,10692230,2367
GRC,2018,19756.99023,10633275,2368
GRC,2019,19144.28516,10574026,2369
GRC,2020,17658.94727,10512232,2370
GRC,2021,20192.5957,10445368,2371
GRD,1989,2694.18335,99238,2372
GRD,1990,2807.745361,99066,2373
GRD,1991,3014.875,99778,2374
GRD,1992,3069.679688,101054,2375
GRD,1993,3032.231445,102190,2376
GRD,1994,3151.102051,103194,2377
GRD,1995,3288.223389,104075,2378
GRD,1996,3499.527344,104862,2379
GRD,1997,3715.720703,105563,2380
GRD,1998,4198.715332,106214,2381
GRD,1999,4512.224609,106841,2382
GRD,2000,4840.684082,107442,2383
GRD,2001,4821.785156,107945,2384
GRD,2002,4992.441406,108246,2385
GRD,2003,5435.151855,108750,2386
GRD,2004,5470.603516,109529,2387
GRD,2005,6308.665039,110268,2388
GRD,2006,6295.28125,111006,2389
GRD,2007,6790.634277,111740,2390
GRD,2008,7343.445313,112497,2391
GRD,2009,6810.44043,113260,2392
GRD,2010,6760.961426,114058,2393
GRD,2011,6775.752441,114933,2394
GRD,2012,6900.771973,115930,2395
GRD,2013,7205.268555,116954,2396
GRD,2014,7726.409668,117986,2397
GRD,2015,8379.62207,118994,2398
GRD,2016,8849.513672,119973,2399
GRD,2017,9309.230469,120934,2400
GRD,2018,9574.280273,121853,2401
GRD,2019,9887.920898,122737,2402
GRD,2020,8437.566406,123672,2403
GRD,2021,9010.572266,124624,2404
GRL,1989,16813.68359,55321,2405
GRL,1990,18326.80469,55616,2406
GRL,1991,18315.19727,55675,2407
GRL,1992,18768.92969,55704,2408
GRL,1993,16797.45898,55729,2409
GRL,1994,18123.96289,55719,2410
GRL,1995,21665.70117,55807,2411
GRL,1996,21422.35742,55978,2412
GRL,1997,19145.49609,56092,2413
GRL,1998,20496.66211,56146,2414
GRL,1999,20170.4375,56129,2415
GRL,2000,19004.10742,56204,2416
GRL,2001,19275.47266,56401,2417
GRL,2002,20652.87891,56591,2418
GRL,2003,27459.76367,56748,2419
GRL,2004,32023.45313,56888,2420
GRL,2005,32489.78125,56909,2421
GRL,2006,35458.125,56835,2422
GRL,2007,39780.95313,56728,2423
GRL,2008,44367.05469,56600,2424
GRL,2009,44918.56641,56461,2425
GRL,2010,43988.33203,56374,2426
GRL,2011,47186.98047,56310,2427
GRL,2012,45936.76563,56217,2428
GRL,2013,47535.58984,56116,2429
GRL,2014,50484.92578,55972,2430
GRL,2015,44536.40234,55916,2431
GRL,2016,48181.875,55941,2432
GRL,2017,50766.59766,55951,2433
GRL,2018,54545.30078,55954,2434
GRL,2019,53256.24219,55955,2435
GRL,2020,54571.21094,56049,2436
GTM,1989,955.1134644,8839546,2437
GTM,1990,845.3069458,9084779,2438
GTM,1991,1011.754944,9329564,2439
