Code,Year,GDP,Population,Id
KHM,2019,1671.385376,16207746,3183
KHM,2020,1577.911743,16396864,3184
KHM,2021,1625.234985,16589031,3185
KIR,1989,603.0118408,73448,3186
KIR,1990,571.4799194,75140,3187
KIR,1991,620.2055664,76627,3188
KIR,1992,612.8028564,77922,3189
KIR,1993,593.2209473,79110,3190
KIR,1994,683.152832,80280,3191
KIR,1995,691.425354,81497,3192
KIR,1996,803.0154419,82848,3193
KIR,1997,801.0803223,84319,3194
KIR,1998,761.43396,85817,3195
KIR,1999,790.847168,87309,3196
KIR,2000,757.1451416,88840,3197
KIR,2001,697.0128784,90543,3198
KIR,2002,781.3469238,92408,3199
KIR,2003,956.8392944,94316,3200
KIR,2004,1063.841064,96239,3201
KIR,2005,1142.312256,98181,3202
KIR,2006,1101.435181,100095,3203
KIR,2007,1300.728882,102013,3204
KIR,2008,1356.622437,103981,3205
KIR,2009,1249.291504,106011,3206
KIR,2010,1438.027344,108011,3207
KIR,2011,1644.344849,109887,3208
KIR,2012,1698.920898,111630,3209
KIR,2013,1628.710205,113316,3210
KIR,2014,1546.8302,115002,3211
KIR,2015,1459.133057,116717,3212
KIR,2016,1506.246704,118529,3213
KIR,2017,1563.550415,120378,3214
KIR,2018,1605.013672,122276,3215
KIR,2019,1432.178955,124252,3216
KIR,2020,1430.551514,126473,3217
KIR,2021,1606.462524,128883,3218
KNA,1989,4696.490234,41015,3219
KNA,1990,5346.472656,40663,3220
KNA,1991,5439.809082,40562,3221
KNA,1992,5920.221191,40924,3222
KNA,1993,6363.682617,41470,3223
KNA,1994,7027.434082,42029,3224
KNA,1995,7367.45459,42576,3225
KNA,1996,7748.67041,43120,3226
KNA,1997,8581.667969,43681,3227
KNA,1998,8665.098633,44256,3228
KNA,1999,9070.730469,44852,3229
KNA,2000,9275.989258,45492,3230
KNA,2001,9973.553711,46013,3231
KNA,2002,10398.52539,46288,3232
KNA,2003,10119.74512,46456,3233
KNA,2004,10882.35254,46602,3234
KNA,2005,11711.1543,46752,3235
KNA,2006,13747.80957,46900,3236
KNA,2007,14660.96289,47038,3237
KNA,2008,16491.88477,47180,3238
KNA,2009,16374.25684,47310,3239
KNA,2010,16427.61328,47429,3240
KNA,2011,17571.98047,47605,3241
KNA,2012,17311.61914,47754,3242
KNA,2013,18325.96484,47793,3243
KNA,2014,19945.4707,47816,3244
KNA,2015,20025.96289,47814,3245
KNA,2016,21095.25391,47814,3246
KNA,2017,22160.44922,47811,3247
KNA,2018,22547.91797,47787,3248
KNA,2019,23219.33203,47739,3249
KNA,2020,18566.0957,47666,3250
KNA,2021,18082.60938,47631,3251
KOR,1989,5817.029297,43567516,3252
KOR,1990,6610.036621,44120040,3253
KOR,1991,7636.982422,44487412,3254
KOR,1992,8126.67041,44703708,3255
KOR,1993,8884.928711,44932856,3256
KOR,1994,10385.33594,45165784,3257
KOR,1995,12564.77832,45393416,3258
KOR,1996,13403.0498,45660164,3259
KOR,1997,12398.48047,45962392,3260
KOR,1998,8281.700195,46250260,3261
KOR,1999,10672.41797,46520448,3262
KOR,2000,12256.99316,46788588,3263
KOR,2001,11561.24805,47064784,3264
KOR,2002,13165.06543,47320664,3265
KOR,2003,14672.85742,47539740,3266
KOR,2004,16496.11914,47727288,3267
KOR,2005,19402.50195,47889576,3268
KOR,2006,21743.47656,48049348,3269
KOR,2007,24086.41016,48220600,3270
KOR,2008,21350.42773,48398632,3271
KOR,2009,19143.85156,48588024,3272
KOR,2010,23087.22656,48813036,3273
KOR,2011,25096.26367,49169880,3274
KOR,2012,25466.75977,49634188,3275
KOR,2013,27182.73438,50098228,3276
KOR,2014,29249.57617,50558044,3277
KOR,2015,28732.23047,50994396,3278
KOR,2016,29288.87109,51309984,3279
KOR,2017,31616.84375,51511640,3280
KOR,2018,33436.92188,51676900,3281
KOR,2019,31902.41602,51803832,3282
KOR,2020,31721.29883,51844688,3283
KOR,2021,34997.78125,51830136,3284
KWT,1989,11000.89355,2210017,3285
KWT,1990,11002.06543,1674942,3286
KWT,1991,8218.583984,1339505,3287
KWT,1992,12253.5791,1620639,3288
KWT,1993,14477.95117,1653651,3289
KWT,1994,15141.30371,1641113,3290
KWT,1995,16427.61719,1655228,3291
KWT,1996,18489.39453,1703318,3292
KWT,1997,17232.83789,1761473,3293
KWT,1998,14256.29785,1819553,3294
KWT,1999,16045.28418,1877433,3295
KWT,2000,19490.83789,1934910,3296
KWT,2001,17516.67773,1991676,3297
KWT,2002,18627.63281,2047368,3298
KWT,2003,22782,2101512,3299
KWT,2004,27601.40039,2153485,3300
KWT,2005,36144.99609,2235409,3301
KWT,2006,42967.14453,2363417,3302
KWT,2007,45732.05078,2506774,3303
KWT,2008,55601.27734,2650941,3304
KWT,2009,37904.23047,2795553,3305
KWT,2010,39213.53906,2943364,3306
KWT,2011,49006.58203,3143827,3307
KWT,2012,51277.66406,3394668,3308
KWT,2013,47760.94531,3646520,3309
KWT,2014,43234.82031,3761590,3310
KWT,2015,29310.52148,3908745,3311
KWT,2016,27029.99805,4048090,3312
KWT,2017,29263.08984,4124904,3313
KWT,2018,32007.52344,4317190,3314
KWT,2019,30667.34766,4441105,3315
KWT,2020,24300.33008,4360451,3316
LAO,1989,170.2733765,4193540,3317
LAO,1990,200.6191406,4314442,3318
LAO,1991,231.6961517,4437233,3319
LAO,1992,247.2661133,4561117,3320
LAO,1993,283.3862915,4685293,3321
LAO,1994,321.0529175,4807956,3322
LAO,1995,357.9017029,4927432,3323
LAO,1996,371.4717407,5043920,3324
LAO,1997,339.190155,5150539,3325
LAO,1998,243.9864502,5246922,3326
LAO,1999,272.3624268,5340060,3327
LAO,2000,318.7709351,5430862,3328
LAO,2001,320.4190063,5519714,3329
LAO,2002,313.6184387,5606103,3330
LAO,2003,355.6514893,5689072,3331
LAO,2004,410.2513123,5768170,3332
LAO,2005,467.3795776,5852969,3333
LAO,2006,581.0102539,5946597,3334
LAO,2007,699.0413818,6041355,3335
LAO,2008,887.6397095,6135863,3336
LAO,2009,936.7903442,6229933,3337
LAO,2010,1127.835205,6323425,3338
LAO,2011,1363.725342,6416331,3339
LAO,2012,1566.009766,6508806,3340
LAO,2013,1815.440186,6600736,3341
LAO,2014,1984.508667,6691467,3342
LAO,2015,2125.458984,6787420,3343
LAO,2016,2309.049072,6891366,3344
LAO,2017,2439.463379,6997925,3345
LAO,2018,2553.361816,7105008,3346
LAO,2019,2598.505615,7212058,3347
LAO,2020,2593.35498,7319397,3348
LAO,2021,2535.623535,7425055,3349
LBN,1989,770.9536743,3525517,3350
LBN,1990,789.8504028,3593705,3351
LBN,1991,1279.180664,3666735,3352
LBN,1992,1560.19873,3745410,3353
LBN,1993,2079.64624,3818800,3354
LBN,1994,2468.819824,3888152,3355
LBN,1995,2959.560791,3959642,3356
LBN,1996,3393.503418,4034250,3357
LBN,1997,3834.856201,4107559,3358
LBN,1998,4127.319824,4178786,3359
LBN,1999,4091.993896,4250024,3360
LBN,2000,3994.861084,4320650,3361
LBN,2001,4021.177246,4389201,3362
LBN,2002,4307.100586,4446663,3363
LBN,2003,4458.108398,4504807,3364
LBN,2004,4625.304199,4574799,3365
LBN,2005,4630.009277,4643052,3366
LBN,2006,4665.962891,4719874,3367
LBN,2007,5162.033203,4809608,3368
LBN,2008,5957.696777,4887615,3369
LBN,2009,7149.791504,4951138,3370
LBN,2010,7695.245605,4995799,3371
LBN,2011,7914.109375,5045061,3372
LBN,2012,8500.180664,5178338,3373
LBN,2013,8255.208984,5678859,3374
LBN,2014,7665.379883,6274345,3375
LBN,2015,7802.751465,6398941,3376
LBN,2016,8172.299316,6258628,3377
LBN,2017,8679.897461,6109255,3378
LBN,2018,9225.844727,5950842,3379
LBN,2019,8985.572266,5781912,3380
LBN,2020,5599.95752,5662924,3381
LBN,2021,4136.146484,5592626,3382
LBR,2000,301.8764648,2895229,3383
LBR,2001,303.8587952,2981655,3384
LBR,2002,302.881897,3060603,3385
LBR,2003,242.4499359,3085173,3386
LBR,2004,287.2746887,3122448,3387
LBR,2005,290.5412292,3266326,3388
LBR,2006,323.841217,3455400,3389
LBR,2007,377.9516296,3632748,3390
LBR,2008,456.1447144,3783892,3391
LBR,2009,452.7452393,3905066,3392
LBR,2010,497.0203552,4019958,3393
LBR,2011,573.5264282,4181148,3394
LBR,2012,644.4555664,4331749,3395
LBR,2013,717.6357422,4427319,3396
LBR,2014,713.7348633,4519410,3397
LBR,2015,699.6629639,4612330,3398
LBR,2016,722.1312256,4706106,3399
LBR,2017,706.8927002,4796632,3400
LBR,2018,700.0370483,4889396,3401
LBR,2019,665.878418,4985290,3402
LBR,2020,597.5296631,5087591,3403
LBR,2021,675.663208,5193422,3404
LBY,1990,6821.324707,4236988,3405
LBY,1991,7368.776367,4341979,3406
LBY,1992,7622.668945,4444827,3407
LBY,1993,6745.265625,4544972,3408
LBY,1994,6163.778809,4641297,3409
LBY,1995,5396.955078,4733065,3410
LBY,1996,5785.11084,4820077,3411
LBY,1997,6262.029297,4902348,3412
LBY,1998,5470.787598,4980968,3413
LBY,1999,7112.836914,5058000,3414
LBY,2000,7424.203125,5154789,3415
LBY,2001,6465.240234,5275920,3416
LBY,2002,3789.205322,5405326,3417
LBY,2003,4738.828613,5542650,3418
LBY,2004,5823.638184,5687561,3419
LBY,2005,8107.958496,5837994,3420
LBY,2006,10060.14355,5973372,3421
LBY,2007,11158.50879,6097177,3422
LBY,2008,13921.47168,6228377,3423
LBY,2009,9561.066406,6360194,3424
LBY,2010,11611.26172,6491991,3425
LBY,2011,7783.831055,6188135,3426
LBY,2012,15764.91504,5869880,3427
LBY,2013,12589.44922,5985228,3428
LBY,2014,9408.767578,6097767,3429
LBY,2015,7867.571777,6192241,3430
LBY,2016,7944.827148,6282202,3431
LBY,2017,10529.26758,6378267,3432
LBY,2018,11838.00977,6477791,3433
LBY,2019,10542.14941,6569085,3434
LBY,2020,7568.041992,6653946,3435
LBY,2021,6357.195313,6735280,3436
LCA,1989,3464.880127,140471,3437
LCA,1990,4073.264648,142315,3438
LCA,1991,4253.914063,144287,3439
LCA,1992,4603.702148,146433,3440
LCA,1993,4608.599121,148610,3441
LCA,1994,4740.295898,150574,3442
LCA,1995,5008.027344,152368,3443
LCA,1996,5123.686523,153982,3444
LCA,1997,5184.336914,155472,3445
LCA,1998,5593.748535,156872,3446
LCA,1999,5825.067383,158272,3447
LCA,2000,5846.975586,159513,3448
LCA,2001,5558.069336,160611,3449
LCA,2002,5562.457031,161814,3450
LCA,2003,6055.967773,163060,3451
LCA,2004,6494.600586,164252,3452
LCA,2005,6866.092285,165394,3453
LCA,2006,7618.905273,166476,3454
LCA,2007,7975.79248,167524,3455
LCA,2008,8528.681641,168584,3456
LCA,2009,8259.322266,169694,3457
LCA,2010,8697.797852,170950,3458
LCA,2011,9160.814453,172157,3459
LCA,2012,9271.65918,173139,3460
LCA,2013,9569.12207,173992,3461
LCA,2014,10007.14648,174814,3462
LCA,2015,10290.37891,175638,3463
LCA,2016,10574.38867,176429,3464
LCA,2017,11270.47168,177175,3465
LCA,2018,11563.83789,177894,3466
LCA,2019,11726.76953,178594,3467
LCA,2020,8458.163086,179245,3468
LCA,2021,9414.226563,179663,3469
LKA,1989,408.4508667,16990582,3502
LKA,1990,463.6187439,17204098,3503
LKA,1991,513.2584229,17416596,3504
LKA,1992,547.0545044,17624462,3505
LKA,1993,576.7799072,17825610,3506
LKA,1994,647.5791626,18011746,3507
LKA,1995,714.2332153,18177570,3508
LKA,1996,756.6569824,18322504,3509
LKA,1997,817.0644531,18449120,3510
LKA,1998,850.8115845,18560806,3511
LKA,1999,838.8834839,18670408,3512
LKA,2000,869.6962891,18776374,3513
LKA,2001,832.8035889,18920278,3514
LKA,2002,867.4915161,19110706,3515
LKA,2003,982.1956787,19303182,3516
LKA,2004,1065.784424,19490434,3517
LKA,2005,1248.698242,19673866,3518
LKA,2006,1435.816772,19870706,3519
LKA,2007,1630.388916,20078652,3520
LKA,2008,2037.322144,20285640,3521
LKA,2009,2090.401855,20482484,3522
LKA,2010,2893.934814,20668556,3523
LKA,2011,3321.484619,20859746,3524
LKA,2012,3449.066895,21017150,3525
LKA,2013,3740.616699,21131762,3526
LKA,2014,3971.918701,21239448,3527
LKA,2015,4060.131836,21336692,3528
LKA,2016,4150.93457,21425494,3529
LKA,2017,4401.056152,21506816,3530
LKA,2018,4360.583496,21580712,3531
LKA,2019,4082.69458,21649664,3532
LKA,2020,3893.841553,21715076,3533
LKA,2021,4013.687744,21773438,3534
LSO,1989,280.3505249,1767094,3535
LSO,1990,331.5264587,1799004,3536
LSO,1991,384.9826355,1829515,3537
LSO,1992,447.1513672,1858515,3538
LSO,1993,443.1729126,1885486,3539
LSO,1994,459.6624756,1910648,3540
LSO,1995,518.019104,1934085,3541
LSO,1996,483.9262695,1955102,3542
LSO,1997,505.9346313,1972588,3543
LSO,1998,467.5866089,1985651,3544
LSO,1999,457.7031555,1994247,3545
LSO,2000,443.9517517,1998632,3546
LSO,2001,412.9623108,1999478,3547
LSO,2002,388.3692017,1997537,3548
LSO,2003,580.94104,1993034,3549
LSO,2004,761.1810303,1985386,3550
LSO,2005,850.7790527,1977428,3551
LSO,2006,910.6251831,1976787,3552
LSO,2007,848.0194702,1983471,3553
LSO,2008,885.6205444,1995016,3554
LSO,2009,866.4430542,2009178,3555
LSO,2010,1104.800537,2022752,3556
LSO,2011,1265.863892,2037687,3557
LSO,2012,1205.859985,2054722,3558
LSO,2013,1141.361084,2073948,3559
LSO,2014,1165.045898,2095251,3560
LSO,2015,1113.871338,2118532,3561
LSO,2016,986.2659912,2143876,3562
LSO,2017,1062.712524,2170622,3563
LSO,2018,1161.727051,2198030,3564
LSO,2019,1102.564819,2225710,3565
LSO,2020,989.847168,2254104,3566
LSO,2021,1094.098145,2281464,3567
LTU,1995,2167.79248,3747269,3568
LTU,1996,2327.434814,3722023,3569
LTU,1997,2830.278076,3694897,3570
LTU,1998,3166.666504,3665514,3571
LTU,1999,3113.178955,3633949,3572
LTU,2000,3293.22998,3599639,3573
LTU,2001,3525.793701,3560145,3574
LTU,2002,4141.592773,3515799,3575
LTU,2003,5499.429199,3469683,3576
LTU,2004,6700.327148,3422593,3577
LTU,2005,7854.765137,3373536,3578
LTU,2006,9230.708008,3322937,3579
LTU,2007,12285.44727,3272416,3580
LTU,2008,14944.99707,3224384,3581
LTU,2009,11820.77637,3180482,3582
LTU,2010,11987.50879,3139021,3583
LTU,2011,14376.94824,3099800,3584
LTU,2012,14367.70898,3063340,3585
LTU,2013,15729.65234,3028191,3586
LTU,2014,16551.01758,2994928,3587
LTU,2015,14263.96484,2963764,3588
LTU,2016,15008.31348,2933676,3589
LTU,2017,16885.4082,2904452,3590
LTU,2018,19186.35938,2876128,3591
LTU,2019,19595.14063,2849083,3592
LTU,2020,20339.52148,2820269,3593
LTU,2021,23723.33984,2786652,3594
LUX,1989,26618.07031,376960,3595
LUX,1990,33465.47656,381275,3596
LUX,1991,35747.33594,386405,3597
LUX,1992,39570.86328,391524,3598
LUX,1993,40066.72266,396705,3599
LUX,1994,43933.23438,402049,3600
LUX,1995,51032.35156,407639,3601
LUX,1996,50444.35938,413202,3602
LUX,1997,46641.64063,418413,3603
LUX,1998,47445.38281,423579,3604
LUX,1999,50872.44922,429352,3605
LUX,2000,48659.59766,435634,3606
LUX,2001,48440.14063,441254,3607
LUX,2002,53005.73438,445920,3608
LUX,2003,65689.32031,451351,3609
LUX,2004,76544.91406,457798,3610
LUX,2005,80988.14063,464868,3611
LUX,2006,90788.79688,472402,3612
LUX,2007,107475.3203,479877,3613
LUX,2008,120422.1406,488643,3614
LUX,2009,109419.75,497876,3615
LUX,2010,110885.9922,507075,3616
LUX,2011,119025.0547,518207,3617
LUX,2012,112584.6797,530596,3618
LUX,2013,120000.1406,543068,3619
LUX,2014,123678.7031,556075,3620
LUX,2015,105462.0156,569415,3621
LUX,2016,106899.2969,583355,3622
LUX,2017,110193.2109,596290,3623
LUX,2018,116786.5078,607920,3624
LUX,2019,112621.8203,619981,3625
LUX,2020,117370.5,630401,3626
LUX,2021,133590.1406,639330,3627
LVA,1995,2329.57666,2570150,3628
LVA,1996,2431.708984,2534288,3629
LVA,1997,2683.241455,2498881,3630
LVA,1998,2973.534912,2462333,3631
LVA,1999,3151.576904,2426357,3632
LVA,2000,3361.640869,2392536,3633
LVA,2001,3578.001953,2359255,3634
LVA,2002,4136.933105,2326150,3635
LVA,2003,5145.195313,2294342,3636
LVA,2004,6378.666504,2263453,3637
LVA,2005,7594.902344,2233165,3638
LVA,2006,9723.447266,2203917,3639
LVA,2007,14113.5293,2176059,3640
LVA,2008,16467.14453,2150411,3641
LVA,2009,12331.92871,2126268,3642
LVA,2010,11420.99414,2101537,3643
LVA,2011,13338.96191,2076974,3644
LVA,2012,13847.33789,2053635,3645
LVA,2013,15007.49219,2031491,3646
LVA,2014,15742.3916,2011040,3647
LVA,2015,13786.45703,1991951,3648
LVA,2016,14331.75195,1973477,3649
LVA,2017,15695.11523,1954861,3650
LVA,2018,17865.03125,1935632,3651
LVA,2019,17945.22266,1916552,3652
LVA,2020,18207.13867,1897057,3653
LVA,2021,21148.16211,1873926,3654
MAC,1989,8020.666992,337342,3655
MAC,1990,9269.639648,350240,3656
MAC,1991,10389.9834,362393,3657
MAC,1992,13197.60254,372377,3658
MAC,1993,14881.5127,380721,3659
MAC,1994,16233.37207,388787,3660
MAC,1995,17764.45313,396651,3661
MAC,1996,17751.53711,404305,3662
MAC,1997,17652.57227,411708,3663
MAC,1998,16232.45898,418782,3664
MAC,1999,15387.43262,425521,3665
MAC,2000,15684.7793,431904,3666
MAC,2001,15622.70313,439129,3667
MAC,2002,16393.81055,449675,3668
MAC,2003,17829.04492,462538,3669
MAC,2004,22381.8418,475536,3670
MAC,2005,24886.47266,488628,3671
MAC,2006,29637.86328,501870,3672
MAC,2007,35782.65625,515336,3673
MAC,2008,39745.8125,529048,3674
MAC,2009,39754.89063,543026,3675
MAC,2010,50676.49609,557307,3676
MAC,2011,64528.42578,571014,3677
MAC,2012,74111.26563,582776,3678
MAC,2013,86852.98438,593382,3679
MAC,2014,90873.92969,604163,3680
MAC,2015,73220.26563,615243,3681
MAC,2016,71918.73438,626694,3682
MAC,2017,78985.64063,638612,3683
MAC,2018,84923.39063,650996,3684
MAC,2019,83183.16406,663660,3685
MAC,2020,37646.31641,676287,3686
MAC,2021,43873.58984,686616,3687
MAR,1989,1081.961426,24148104,3690
MAR,1990,1219.430664,24570816,3691
MAR,1991,1282.572144,24988088,3692
MAR,1992,1317.329956,25400676,3693
MAR,1993,1217.429077,25806782,3694
MAR,1994,1348.539063,26201554,3695
MAR,1995,1455.950317,26599054,3696
MAR,1996,1585.718384,26999094,3697
MAR,1997,1416.900391,27397118,3698
MAR,1998,1491.139771,27791828,3699
MAR,1999,1464.148804,28176992,3700
MAR,2000,1348.049805,28554420,3701
MAR,2001,1350.712036,28930100,3702
MAR,2002,1426.95752,29301820,3703
MAR,2003,1737.063843,29661272,3704
MAR,2004,1964.080078,30033124,3705
MAR,2005,2026.025879,30431898,3706
MAR,2006,2200.966064,30833024,3707
MAR,2007,2501.222412,31232634,3708
MAR,2008,2889.220947,31634996,3709
MAR,2009,2863.59668,32042880,3710
MAR,2010,2835.217773,32464866,3711
MAR,2011,3041.145752,32903708,3712
MAR,2012,2907.449219,33352166,3713
MAR,2013,3117.515137,33803528,3714
MAR,2014,3430.549561,34248608,3715
MAR,2015,3139.243652,34680456,3716
MAR,2016,3132.94458,35107272,3717
MAR,2017,3288.502197,35528116,3718
MAR,2018,3492.67334,35927516,3719
MAR,2019,3498.573975,36304408,3720
MAR,2020,3258.121338,36688768,3721
MAR,2021,3795.380127,37076588,3722
MDA,1995,593.5866089,4461238,3756
MDA,1996,575.1454468,4430199,3757
MDA,1997,657.2921143,4393794,3758
MDA,1998,578.7346191,4353535,3759
MDA,1999,399.4998169,4303942,3760
MDA,2000,440.5386963,4251571,3761
MDA,2001,507.4040833,4200500,3762
MDA,2002,570.7998657,4147644,3763
MDA,2003,682.3190918,4093984,3764
MDA,2004,897.1784668,4046998,3765
MDA,2005,1034.394043,4001380,3766
MDA,2006,1183.020996,3942748,3767
MDA,2007,1531.221802,3876847,3768
MDA,2008,2110.562012,3812420,3769
MDA,2009,1898.435425,3749496,3770
MDA,2010,2436.799316,3678186,3771
MDA,2011,2941.362061,3595135,3772
MDA,2012,3044.808594,3507197,3773
MDA,2013,3321.043945,3416532,3774
MDA,2014,3327.786865,3338338,3775
MDA,2015,2731.065674,3277390,3776
MDA,2016,2879.391357,3225125,3777
MDA,2017,3509.647461,3180515,3778
MDA,2018,4232.207031,3141839,3779
MDA,2019,4493.370117,3109496,3780
MDA,2020,4500.624512,3084848,3781
MDA,2021,5230.661621,3061509,3782
MDG,1989,275.2632141,11536740,3783
MDG,1990,330.8435364,11882763,3784
MDG,1991,265.7937012,12245266,3785
MDG,1992,294.293457,12623342,3786
MDG,1993,312.0789185,13020110,3787
MDG,1994,262.1461182,13436125,3788
MDG,1995,276.7368164,13869136,3789
MDG,1996,344.4649658,14317462,3790
MDG,1997,288.4493713,14778913,3791
MDG,1998,288.6359253,15250936,3792
MDG,1999,271.9429932,15730885,3793
MDG,2000,285.4664612,16216432,3794
MDG,2001,325.4602966,16709664,3795
MDG,2002,310.929718,17211938,3796
MDG,2003,359.5343628,17724310,3797
MDG,2004,277.507843,18250776,3798
MDG,2005,311.7931213,18792174,3799
MDG,2006,330.5226746,19350302,3800
MDG,2007,427.8363342,19924960,3801
MDG,2008,522.8306274,20513594,3802
MDG,2009,455.4073792,21117092,3803
MDG,2010,459.3753967,21731052,3804
MDG,2011,516.9025269,22348158,3805
MDG,2012,504.1737366,22966242,3806
MDG,2013,526.6879883,23588078,3807
MDG,2014,517.1361694,24215980,3808
MDG,2015,455.638031,24850912,3809
MDG,2016,464.6161499,25501944,3810
MDG,2017,503.4980469,26169540,3811
MDG,2018,512.5440063,26846544,3812
MDG,2019,512.2796631,27533134,3813
MDG,2020,462.4042358,28225182,3814
MDG,2021,500.5110168,28915652,3815
MDV,1989,869.5835571,217949,3816
MDV,1990,955.9336548,224976,3817
MDV,1991,1052.753662,232159,3818
MDV,1992,1191.267334,239146,3819
MDV,1993,1311.467896,245852,3820
MDV,1994,1411.62561,252211,3821
MDV,1995,1545.223022,258217,3822
MDV,1996,1707.021729,263861,3823
MDV,1997,1889.026123,269054,3824
MDV,1998,1972.623413,273806,3825
MDV,1999,2118.721436,278121,3826
MDV,2000,2209.988281,282520,3827
MDV,2001,3028.046631,287330,3828
MDV,2002,3069.039795,292293,3829
MDV,2003,3539.801514,297232,3830
MDV,2004,4060.534424,302142,3831
MDV,2005,3789.231934,307023,3832
MDV,2006,5010.163574,314411,3833
MDV,2007,5746.644043,325135,3834
MDV,2008,6743.130859,336890,3835
MDV,2009,6719.330078,349040,3836
MDV,2010,7158.061523,361579,3837
MDV,2011,7409.335938,374450,3838
MDV,2012,7447.432617,387552,3839
MDV,2013,8222.563477,400741,3840
MDV,2014,8872.125,416746,3841
MDV,2015,9434.331055,435590,3842
MDV,2016,9640.324219,454263,3843
MDV,2017,10062.9834,472449,3844
MDV,2018,10823.63672,489773,3845
MDV,2019,11118.55664,504518,3846
MDV,2020,7282.358398,514451,3847
MDV,2021,10366.29297,521469,3848
MEX,1989,2759.445557,80233752,3849
MEX,1990,3196.918945,81720424,3850
MEX,1991,3756.889893,83351600,3851
MEX,1992,4272.786133,84993160,3852
MEX,1993,5778.938965,86648440,3853
MEX,1994,5976.523438,88314416,3854
MEX,1995,4002.174316,89969568,3855
MEX,1996,4487.291992,91586560,3856
MEX,1997,5370.217285,93183088,3857
MEX,1998,5555.737305,94767288,3858
MEX,1999,6230.695801,96334808,3859
MEX,2000,7232.878906,97873448,3860
MEX,2001,7613.176758,99394288,3861
MEX,2002,7650.898926,100917080,3862
MEX,2003,7120.384766,102429344,3863
MEX,2004,7525.465332,103945816,3864
MEX,2005,8321.853516,105442400,3865
MEX,2006,9125.422852,106886792,3866
MEX,2007,9719.920898,108302976,3867
MEX,2008,10119.83594,109684496,3868
MEX,2009,8104.907715,111049424,3869
MEX,2010,9399.970703,112532400,3870
MEX,2011,10341.52148,114150480,3871
MEX,2012,10376.05762,115755912,3872
MEX,2013,10865.68066,117290680,3873
MEX,2014,11076.09277,118755888,3874
MEX,2015,9753.379883,120149896,3875
MEX,2016,8875.0625,121519224,3876
MEX,2017,9434.386719,122839256,3877
MEX,2018,9857.029297,124013864,3878
MEX,2019,10145.16992,125085312,3879
MEX,2020,8655.000977,125998296,3880
MEX,2021,10045.68066,126705136,3881
MHL,1989,1618.164795,45008,3882
MHL,1990,1704.258667,46069,3883
MHL,1991,1753.490723,47079,3884
MHL,1992,1896.553101,48032,3885
MHL,1993,2032.138794,48961,3886
MHL,1994,2168.358643,49859,3887
MHL,1995,2371.306885,50723,3888
MHL,1996,2150.995361,51556,3889
MHL,1997,2114.396973,52376,3890
MHL,1998,2111.944092,53186,3891
MHL,1999,2123.682129,53852,3892
MHL,2000,2127.240723,54243,3893
MHL,2001,2257.254639,54430,3894
MHL,2002,2417.39209,54511,3895
MHL,2003,2411.29126,54517,3896
MHL,2004,2442.07959,54452,3897
MHL,2005,2533.564697,54356,3898
MHL,2006,2633.286621,54224,3899
MHL,2007,2773.418701,54061,3900
MHL,2008,2712.373535,53833,3901
MHL,2009,2810.533203,53616,3902
MHL,2010,3001.319824,53431,3903
MHL,2011,3238.887207,52991,3904
MHL,2012,3445.31543,52223,3905
MHL,2013,3611.699707,51372,3906
MHL,2014,3672.680908,50440,3907
MHL,2015,3703.64917,49426,3908
MHL,2016,4153.117188,48354,3909
MHL,2017,4507.623047,47204,3910
MHL,2018,4769.19043,46012,3911
MHL,2019,5188.971191,44750,3912
MHL,2020,5567.972656,43437,3913
MHL,2021,6172.14502,42074,3914
MKD,1990,2299.044434,2044181,3915
MKD,1991,2424.907715,2036691,3916
MKD,1992,1207.542847,2018024,3917
MKD,1993,1343.315308,1996896,3918
MKD,1994,1795.552368,1982458,3919
MKD,1995,2372.541016,1983971,3920
MKD,1996,2327.729248,1994230,3921
MKD,1997,1959.560791,2004240,3922
MKD,1998,1875.817749,2012844,3923
MKD,1999,1915.393799,2023781,3924
MKD,2000,1861.898071,2037940,3925
MKD,2001,1823.02356,2053391,3926
MKD,2002,1989.135132,2064739,3927
MKD,2003,2440.477051,2071150,3928
MKD,2004,2795.89917,2075879,3929
MKD,2005,3072.678467,2078667,3930
MKD,2006,3362.968506,2081081,3931
MKD,2007,4079.391846,2083494,3932
MKD,2008,4841.251465,2086228,3933
MKD,2009,4584.709961,2089793,3934
MKD,2010,4577.688965,2093828,3935
MKD,2011,5098.097656,2097110,3936
MKD,2012,4728.308105,2099486,3937
MKD,2013,5241.058105,2102220,3938
MKD,2014,5495.734863,2105293,3939
MKD,2015,4861.554199,2107965,3940
MKD,2016,5149.588867,2110194,3941
MKD,2017,5450.492676,2111982,3942
MKD,2018,6108.740234,2113497,3943
MKD,2019,6070.388184,2114175,3944
MKD,2020,5965.450195,2111078,3945
MKD,2021,6694.641113,2103329,3946
MLI,1989,248.6655579,8774126,3947
MLI,1990,299.8216248,8945030,3948
MLI,1991,298.5686951,9123965,3949
MLI,1992,304.0278625,9310571,3950
MLI,1993,296.4580078,9506515,3951
MLI,1994,214.3626404,9711802,3952
MLI,1995,272.7950439,9921096,3953
MLI,1996,274.4223938,10131913,3954
MLI,1997,260.355957,10359310,3955
MLI,1998,274.9743958,10620471,3956
MLI,1999,315.1714783,10916998,3957
MLI,2000,263.4983826,11239103,3958
MLI,2001,299.4121704,11583825,3959
MLI,2002,326.9666748,11952660,3960
